ssid,distid,schlid,disability_code,gndr,ethnic_cd,rit,lat,lon
359,2142,746,10,F,H,197.029,44.995971000000004,-123.007664
360,1935,152,82,M,W,214.667,45.987266,-123.907853
361,2183,935,82,F,W,208.871,45.514058,-122.427733
362,2142,755,10,F,W,149.647,44.983297,-122.971935
363,2048,417,10,M,H,149.647,42.32987,-122.85728100000001
364,2243,1157,10,F,W,207.459,45.453658000000004,-122.80188100000001
365,2142,734,50,M,W,207.459,45.026674,-123.01908100000001
366,2180,1278,10,M,H,206.044,45.449235,-122.725509
367,1948,182,10,F,M,149.647,45.855763,-122.83903500000001
368,2254,1216,10,M,W,187.477,45.280494000000004,-123.01029600000001
369,2104,681,80,M,A,214.667,44.749872,-122.41582500000001
370,2100,648,50,M,H,210.289,44.637436,-123.077432
371,2142,3529,40,F,H,149.647,45.033866,-123.01992800000001
372,2190,990,82,F,H,193.572,44.916171,-123.337772
373,2142,732,82,M,W,198.642,44.932601,-123.034254
374,2142,753,10,M,W,207.459,44.904448,-123.032041
375,2256,1230,10,F,W,211.721,45.218417,-123.20283300000001
376,2243,1179,82,M,W,201.704,45.50157,-122.80010000000001
377,2182,949,82,M,W,258.45,45.523472,-122.462164
378,1976,1317,80,M,W,211.721,44.106749,-121.28207300000001
379,1976,1317,80,F,W,246.041,44.106749,-121.28207300000001
380,2142,755,10,F,W,193.572,44.983297,-122.971935
381,1929,122,82,M,M,197.029,45.265269,-122.69827300000001
382,1924,4762,80,M,W,149.647,45.457743,-122.625077
383,2142,746,82,M,M,198.642,44.995971000000004,-123.007664
384,2190,989,82,M,H,214.667,44.928454,-123.32055100000001
385,2142,746,82,M,M,207.459,44.995971000000004,-123.007664
386,2180,896,82,M,W,214.667,45.524572,-122.57957300000001
387,2180,828,82,F,M,201.704,45.504812,-122.60452500000001
388,2256,1232,10,M,W,187.477,45.246681,-123.10638
389,2142,4068,50,M,B,217.805,44.964339,-123.06346
390,2243,1168,82,M,H,195.345,45.465576,-122.778512
391,2180,854,82,M,W,207.459,45.491167000000004,-122.633255
392,2180,872,82,M,M,198.642,45.477176,-122.65226100000001
393,2024,366,80,F,H,200.196,45.695100000000004,-121.54320500000001
394,2054,1351,80,M,W,201.704,42.433128,-123.349027
395,2103,676,10,F,W,230.528,44.705142,-122.853548
396,2142,3377,82,M,W,221.278,44.977744,-122.99587100000001
397,2102,663,10,F,W,189.669,44.398448,-122.706827
398,2048,408,10,M,W,207.459,42.294366000000004,-122.907436
399,2142,3377,82,M,H,198.642,44.977744,-122.99587100000001
400,1944,1944,82,M,W,217.805,NA,NA
401,2183,936,10,M,W,221.278,45.514442,-122.406468
402,2048,409,82,M,W,216.205,42.320475,-122.839121
403,1929,122,80,M,W,170.336,45.265269,-122.69827300000001
404,2104,4399,82,M,W,182.34,44.75759,-122.48716100000001
405,2053,432,10,M,H,149.647,44.757672,-121.256951
406,2082,513,70,M,A,200.196,44.099622000000004,-123.076676
407,2082,513,10,M,H,206.044,44.099622000000004,-123.076676
408,2197,1014,10,F,W,238.564,45.407506000000005,-123.816507
409,2053,432,10,M,B,200.196,44.757672,-121.256951
410,2190,990,80,F,W,238.564,44.916171,-123.337772
411,2048,408,70,M,W,206.044,42.294366000000004,-122.907436
412,2242,1143,50,M,P,210.289,45.376026,-122.767976
413,2142,746,82,M,P,223.211,44.995971000000004,-123.007664
414,2096,609,70,M,W,149.647,43.986129,-124.10453500000001
415,2243,1179,70,M,H,149.647,45.50157,-122.80010000000001
416,1922,48,10,F,A,170.336,45.36148,-122.62720700000001
417,1965,196,10,M,W,193.572,43.387768,-124.272878
418,1944,160,82,M,H,203.175,45.812551,-122.854894
419,2241,1133,10,F,W,207.459,45.51605,-123.092421
420,2180,1278,82,M,W,149.647,45.449235,-122.725509
421,2182,3989,82,M,M,203.175,45.529652,-122.45266500000001
422,2142,736,70,M,H,149.647,44.945641,-123.011249
423,2142,3526,80,M,H,246.041,44.874002000000004,-123.003556
424,2142,728,0,M,W,195.345,44.936054,-122.971112
425,2239,1285,82,M,W,182.34,45.543783000000005,-122.98149400000001
426,2183,935,60,M,W,221.278,45.514058,-122.427733
427,2082,529,10,M,H,211.721,44.114631,-123.144181
428,2185,2185,50,M,H,201.704,NA,NA
429,2043,2043,0,M,H,214.667,NA,NA
430,2142,749,82,M,B,207.459,44.887069000000004,-123.06171400000001
431,1924,4766,0,M,W,195.345,45.421934,-122.508347
432,2142,737,82,M,M,149.647,44.896088,-123.048049
433,2142,760,82,M,I,187.477,44.885941,-123.07366
434,2140,721,50,M,P,210.289,44.723018,-123.00934900000001
435,2148,2148,50,M,W,211.721,NA,NA
436,1966,205,10,M,W,211.721,43.501476000000004,-124.21071500000001
437,2142,746,82,M,M,217.805,44.995971000000004,-123.007664
438,2097,625,10,M,W,211.721,44.645999,-124.047218
439,2243,1155,82,M,H,198.642,45.50441,-122.852956
440,2142,760,10,F,W,206.044,44.885941,-123.07366
441,2197,1014,82,M,W,206.044,45.407506000000005,-123.816507
